FirstName,LastName,Company,Email,Phone,LeadSource,Status
First8483,Last8483,Company_8483,user8483@example.com,555-007-8570,Referral,Open - Not Contacted
First8484,Last8484,Company_8484,user8484@example.com,555-919-9159,Partner,Working - Contacted
First8485,Last8485,Company_8485,user8485@example.com,555-414-4559,Web,Closed - Converted
First8486,Last8486,Company_8486,user8486@example.com,555-444-2942,Partner,Working - Contacted
First8487,Last8487,Company_8487,user8487@example.com,555-483-8043,Partner,Closed - Converted
First8488,Last8488,Company_8488,user8488@example.com,555-844-6373,Web,Working - Contacted
First8489,Last8489,Company_8489,user8489@example.com,555-056-8479,Referral,Closed - Converted
First8490,Last8490,Company_8490,user8490@example.com,555-424-7078,Partner,Open - Not Contacted
First8491,Last8491,Company_8491,user8491@example.com,555-363-8985,Referral,Closed - Converted
First8492,Last8492,Company_8492,user8492@example.com,555-582-3253,Partner,Closed - Converted
First8493,Last8493,Company_8493,user8493@example.com,555-433-7471,Partner,Working - Contacted
First8494,Last8494,Company_8494,user8494@example.com,555-629-7243,Partner,Working - Contacted
First8495,Last8495,Company_8495,user8495@example.com,555-635-0109,Partner,Open - Not Contacted
First8496,Last8496,Company_8496,user8496@example.com,555-901-1475,Partner,Working - Contacted
First8497,Last8497,Company_8497,user8497@example.com,555-299-6164,Referral,Closed - Converted
First8498,Last8498,Company_8498,user8498@example.com,555-393-8867,Referral,Open - Not Contacted
First8499,Last8499,Company_8499,user8499@example.com,555-528-7045,Referral,Open - Not Contacted
First8500,Last8500,Company_8500,user8500@example.com,555-357-9253,Web,Closed - Converted
First8501,Last8501,Company_8501,user8501@example.com,555-440-6492,Partner,Open - Not Contacted
First8502,Last8502,Company_8502,user8502@example.com,555-229-6063,Referral,Working - Contacted
First8503,Last8503,Company_8503,user8503@example.com,555-025-7702,Web,Working - Contacted
First8504,Last8504,Company_8504,user8504@example.com,555-396-8481,Web,Open - Not Contacted
First8505,Last8505,Company_8505,user8505@example.com,555-184-9596,Partner,Open - Not Contacted
First8506,Last8506,Company_8506,user8506@example.com,555-298-9237,Referral,Closed - Converted
First8507,Last8507,Company_8507,user8507@example.com,555-231-9712,Web,Closed - Converted
First8508,Last8508,Company_8508,user8508@example.com,555-166-3845,Web,Closed - Converted
First8509,Last8509,Company_8509,user8509@example.com,555-518-0300,Referral,Open - Not Contacted
First8510,Last8510,Company_8510,user8510@example.com,555-844-1998,Web,Working - Contacted
First8511,Last8511,Company_8511,user8511@example.com,555-857-7752,Web,Working - Contacted
First8512,Last8512,Company_8512,user8512@example.com,555-439-2006,Partner,Closed - Converted
First8513,Last8513,Company_8513,user8513@example.com,555-215-7291,Web,Open - Not Contacted
First8514,Last8514,Company_8514,user8514@example.com,555-688-9656,Referral,Closed - Converted
First8515,Last8515,Company_8515,user8515@example.com,555-480-4363,Partner,Open - Not Contacted
First8516,Last8516,Company_8516,user8516@example.com,555-530-6563,Web,Working - Contacted
First8517,Last8517,Company_8517,user8517@example.com,555-006-0768,Partner,Working - Contacted
First8518,Last8518,Company_8518,user8518@example.com,555-003-5776,Web,Closed - Converted
First8519,Last8519,Company_8519,user8519@example.com,555-157-9509,Referral,Open - Not Contacted
First8520,Last8520,Company_8520,user8520@example.com,555-188-0862,Referral,Open - Not Contacted
First8521,Last8521,Company_8521,user8521@example.com,555-970-3124,Partner,Open - Not Contacted
First8522,Last8522,Company_8522,user8522@example.com,555-321-2426,Partner,Closed - Converted
First8523,Last8523,Company_8523,user8523@example.com,555-265-5531,Partner,Working - Contacted
First8524,Last8524,Company_8524,user8524@example.com,555-584-5942,Referral,Open - Not Contacted
First8525,Last8525,Company_8525,user8525@example.com,555-470-8334,Web,Working - Contacted
First8526,Last8526,Company_8526,user8526@example.com,555-035-3910,Partner,Working - Contacted
First8527,Last8527,Company_8527,user8527@example.com,555-150-9189,Referral,Closed - Converted
First8528,Last8528,Company_8528,user8528@example.com,555-908-6026,Web,Closed - Converted
First8529,Last8529,Company_8529,user8529@example.com,555-185-5132,Partner,Working - Contacted
First8530,Last8530,Company_8530,user8530@example.com,555-091-6114,Web,Working - Contacted
First8531,Last8531,Company_8531,user8531@example.com,555-405-2256,Web,Working - Contacted
First8532,Last8532,Company_8532,user8532@example.com,555-115-1496,Referral,Open - Not Contacted
First8533,Last8533,Company_8533,user8533@example.com,555-925-4581,Partner,Closed - Converted
First8534,Last8534,Company_8534,user8534@example.com,555-390-8497,Referral,Open - Not Contacted
First8535,Last8535,Company_8535,user8535@example.com,555-261-7954,Referral,Closed - Converted
First8536,Last8536,Company_8536,user8536@example.com,555-362-8087,Partner,Working - Contacted
First8537,Last8537,Company_8537,user8537@example.com,555-929-7912,Web,Closed - Converted
First8538,Last8538,Company_8538,user8538@example.com,555-555-2577,Partner,Closed - Converted
First8539,Last8539,Company_8539,user8539@example.com,555-723-4904,Referral,Closed - Converted
First8540,Last8540,Company_8540,user8540@example.com,555-777-4105,Referral,Closed - Converted
First8541,Last8541,Company_8541,user8541@example.com,555-876-6168,Referral,Working - Contacted
First8542,Last8542,Company_8542,user8542@example.com,555-496-7125,Referral,Closed - Converted
First8543,Last8543,Company_8543,user8543@example.com,555-944-0452,Web,Working - Contacted
First8544,Last8544,Company_8544,user8544@example.com,555-402-5826,Web,Working - Contacted
First8545,Last8545,Company_8545,user8545@example.com,555-795-0766,Web,Closed - Converted
First8546,Last8546,Company_8546,user8546@example.com,555-408-7334,Web,Working - Contacted
First8547,Last8547,Company_8547,user8547@example.com,555-759-9497,Web,Open - Not Contacted
First8548,Last8548,Company_8548,user8548@example.com,555-665-3536,Referral,Open - Not Contacted
First8549,Last8549,Company_8549,user8549@example.com,555-225-4800,Web,Open - Not Contacted
First8550,Last8550,Company_8550,user8550@example.com,555-961-0129,Referral,Open - Not Contacted
First8551,Last8551,Company_8551,user8551@example.com,555-369-3124,Partner,Open - Not Contacted
First8552,Last8552,Company_8552,user8552@example.com,555-898-1644,Referral,Working - Contacted
First8553,Last8553,Company_8553,user8553@example.com,555-484-3284,Referral,Closed - Converted
First8554,Last8554,Company_8554,user8554@example.com,555-926-3944,Referral,Open - Not Contacted
First8555,Last8555,Company_8555,user8555@example.com,555-800-3274,Referral,Working - Contacted
First8556,Last8556,Company_8556,user8556@example.com,555-126-6109,Web,Closed - Converted
First8557,Last8557,Company_8557,user8557@example.com,555-392-6992,Web,Closed - Converted
First8558,Last8558,Company_8558,user8558@example.com,555-297-2617,Referral,Open - Not Contacted
First8559,Last8559,Company_8559,user8559@example.com,555-991-0187,Partner,Open - Not Contacted
First8560,Last8560,Company_8560,user8560@example.com,555-926-1718,Partner,Working - Contacted
First8561,Last8561,Company_8561,user8561@example.com,555-865-8883,Partner,Closed - Converted
First8562,Last8562,Company_8562,user8562@example.com,555-919-9761,Referral,Working - Contacted
First8563,Last8563,Company_8563,user8563@example.com,555-706-3070,Web,Working - Contacted
First8564,Last8564,Company_8564,user8564@example.com,555-684-3426,Web,Closed - Converted
First8565,Last8565,Company_8565,user8565@example.com,555-034-2636,Partner,Closed - Converted
First8566,Last8566,Company_8566,user8566@example.com,555-908-2982,Partner,Open - Not Contacted
First8567,Last8567,Company_8567,user8567@example.com,555-466-0179,Web,Closed - Converted
First8568,Last8568,Company_8568,user8568@example.com,555-800-2267,Partner,Open - Not Contacted
First8569,Last8569,Company_8569,user8569@example.com,555-995-6751,Partner,Closed - Converted
First8570,Last8570,Company_8570,user8570@example.com,555-575-9974,Referral,Closed - Converted
First8571,Last8571,Company_8571,user8571@example.com,555-375-6339,Web,Open - Not Contacted
First8572,Last8572,Company_8572,user8572@example.com,555-737-2713,Web,Closed - Converted
First8573,Last8573,Company_8573,user8573@example.com,555-509-0365,Web,Open - Not Contacted
First8574,Last8574,Company_8574,user8574@example.com,555-312-7762,Referral,Closed - Converted
First8575,Last8575,Company_8575,user8575@example.com,555-874-1434,Partner,Closed - Converted
First8576,Last8576,Company_8576,user8576@example.com,555-200-8121,Partner,Open - Not Contacted
First8577,Last8577,Company_8577,user8577@example.com,555-614-2636,Referral,Open - Not Contacted
First8578,Last8578,Company_8578,user8578@example.com,555-123-9772,Referral,Closed - Converted
First8579,Last8579,Company_8579,user8579@example.com,555-059-8514,Partner,Closed - Converted
First8580,Last8580,Company_8580,user8580@example.com,555-521-9661,Partner,Closed - Converted
First8581,Last8581,Company_8581,user8581@example.com,555-648-7127,Partner,Working - Contacted
First8582,Last8582,Company_8582,user8582@example.com,555-682-4019,Partner,Open - Not Contacted
First8583,Last8583,Company_8583,user8583@example.com,555-947-9600,Partner,Open - Not Contacted
First8584,Last8584,Company_8584,user8584@example.com,555-572-4124,Web,Closed - Converted
First8585,Last8585,Company_8585,user8585@example.com,555-642-6090,Referral,Closed - Converted
First8586,Last8586,Company_8586,user8586@example.com,555-582-3406,Partner,Closed - Converted
First8587,Last8587,Company_8587,user8587@example.com,555-427-0201,Referral,Working - Contacted
First8588,Last8588,Company_8588,user8588@example.com,555-268-4127,Referral,Working - Contacted
First8589,Last8589,Company_8589,user8589@example.com,555-203-6754,Web,Open - Not Contacted
First8590,Last8590,Company_8590,user8590@example.com,555-060-3429,Partner,Open - Not Contacted
First8591,Last8591,Company_8591,user8591@example.com,555-111-9364,Referral,Closed - Converted
First8592,Last8592,Company_8592,user8592@example.com,555-512-7969,Referral,Open - Not Contacted
First8593,Last8593,Company_8593,user8593@example.com,555-811-1230,Web,Open - Not Contacted
First8594,Last8594,Company_8594,user8594@example.com,555-422-0595,Partner,Working - Contacted
First8595,Last8595,Company_8595,user8595@example.com,555-768-2657,Web,Working - Contacted
First8596,Last8596,Company_8596,user8596@example.com,555-715-9342,Partner,Open - Not Contacted
First8597,Last8597,Company_8597,user8597@example.com,555-478-6456,Web,Open - Not Contacted
First8598,Last8598,Company_8598,user8598@example.com,555-448-2316,Web,Working - Contacted
First8599,Last8599,Company_8599,user8599@example.com,555-329-5347,Web,Open - Not Contacted
First8600,Last8600,Company_8600,user8600@example.com,555-857-9493,Referral,Closed - Converted
First8601,Last8601,Company_8601,user8601@example.com,555-140-8481,Referral,Closed - Converted
First8602,Last8602,Company_8602,user8602@example.com,555-847-4336,Web,Working - Contacted
First8603,Last8603,Company_8603,user8603@example.com,555-509-6653,Partner,Closed - Converted
First8604,Last8604,Company_8604,user8604@example.com,555-218-4180,Referral,Working - Contacted
First8605,Last8605,Company_8605,user8605@example.com,555-342-8157,Referral,Working - Contacted
First8606,Last8606,Company_8606,user8606@example.com,555-526-2391,Web,Closed - Converted
First8607,Last8607,Company_8607,user8607@example.com,555-615-0394,Partner,Closed - Converted
First8608,Last8608,Company_8608,user8608@example.com,555-460-9523,Web,Closed - Converted
First8609,Last8609,Company_8609,user8609@example.com,555-364-5180,Partner,Open - Not Contacted
First8610,Last8610,Company_8610,user8610@example.com,555-617-0617,Partner,Closed - Converted
First8611,Last8611,Company_8611,user8611@example.com,555-935-7043,Referral,Closed - Converted
First8612,Last8612,Company_8612,user8612@example.com,555-956-6378,Web,Open - Not Contacted
First8613,Last8613,Company_8613,user8613@example.com,555-192-5743,Web,Working - Contacted
First8614,Last8614,Company_8614,user8614@example.com,555-499-1209,Referral,Closed - Converted
First8615,Last8615,Company_8615,user8615@example.com,555-880-7010,Referral,Closed - Converted
First8616,Last8616,Company_8616,user8616@example.com,555-245-9473,Web,Closed - Converted
First8617,Last8617,Company_8617,user8617@example.com,555-405-1976,Partner,Working - Contacted
First8618,Last8618,Company_8618,user8618@example.com,555-276-9309,Web,Closed - Converted
First8619,Last8619,Company_8619,user8619@example.com,555-871-2188,Web,Closed - Converted
First8620,Last8620,Company_8620,user8620@example.com,555-924-6786,Web,Open - Not Contacted
First8621,Last8621,Company_8621,user8621@example.com,555-628-6336,Partner,Open - Not Contacted
First8622,Last8622,Company_8622,user8622@example.com,555-028-1541,Referral,Working - Contacted
First8623,Last8623,Company_8623,user8623@example.com,555-203-1017,Partner,Closed - Converted
First8624,Last8624,Company_8624,user8624@example.com,555-857-8947,Web,Closed - Converted
First8625,Last8625,Company_8625,user8625@example.com,555-606-2764,Referral,Open - Not Contacted
First8626,Last8626,Company_8626,user8626@example.com,555-954-9820,Partner,Closed - Converted
First8627,Last8627,Company_8627,user8627@example.com,555-161-9515,Web,Open - Not Contacted
First8628,Last8628,Company_8628,user8628@example.com,555-184-7869,Partner,Open - Not Contacted
First8629,Last8629,Company_8629,user8629@example.com,555-019-0269,Referral,Open - Not Contacted
First8630,Last8630,Company_8630,user8630@example.com,555-942-0235,Web,Working - Contacted
First8631,Last8631,Company_8631,user8631@example.com,555-086-8246,Web,Open - Not Contacted
First8632,Last8632,Company_8632,user8632@example.com,555-210-6642,Referral,Closed - Converted
First8633,Last8633,Company_8633,user8633@example.com,555-096-4284,Partner,Working - Contacted
First8634,Last8634,Company_8634,user8634@example.com,555-704-1425,Partner,Open - Not Contacted
First8635,Last8635,Company_8635,user8635@example.com,555-578-9953,Referral,Working - Contacted
First8636,Last8636,Company_8636,user8636@example.com,555-417-4927,Web,Open - Not Contacted
First8637,Last8637,Company_8637,user8637@example.com,555-468-4038,Referral,Open - Not Contacted
First8638,Last8638,Company_8638,user8638@example.com,555-778-1268,Web,Closed - Converted
First8639,Last8639,Company_8639,user8639@example.com,555-034-9763,Partner,Open - Not Contacted
First8640,Last8640,Company_8640,user8640@example.com,555-477-6318,Web,Closed - Converted
First8641,Last8641,Company_8641,user8641@example.com,555-500-9925,Referral,Closed - Converted
First8642,Last8642,Company_8642,user8642@example.com,555-080-6341,Web,Open - Not Contacted
First8643,Last8643,Company_8643,user8643@example.com,555-384-9696,Referral,Open - Not Contacted
First8644,Last8644,Company_8644,user8644@example.com,555-521-2163,Referral,Working - Contacted
First8645,Last8645,Company_8645,user8645@example.com,555-151-2124,Partner,Closed - Converted
First8646,Last8646,Company_8646,user8646@example.com,555-390-7188,Web,Closed - Converted
First8647,Last8647,Company_8647,user8647@example.com,555-834-4265,Referral,Closed - Converted
First8648,Last8648,Company_8648,user8648@example.com,555-447-5581,Web,Closed - Converted
First8649,Last8649,Company_8649,user8649@example.com,555-505-1803,Web,Working - Contacted
First8650,Last8650,Company_8650,user8650@example.com,555-707-8027,Web,Open - Not Contacted
First8651,Last8651,Company_8651,user8651@example.com,555-385-9132,Web,Closed - Converted
First8652,Last8652,Company_8652,user8652@example.com,555-317-8765,Referral,Open - Not Contacted
First8653,Last8653,Company_8653,user8653@example.com,555-802-4450,Web,Working - Contacted
First8654,Last8654,Company_8654,user8654@example.com,555-273-7464,Referral,Open - Not Contacted
First8655,Last8655,Company_8655,user8655@example.com,555-280-2600,Referral,Open - Not Contacted
First8656,Last8656,Company_8656,user8656@example.com,555-845-4463,Web,Open - Not Contacted
First8657,Last8657,Company_8657,user8657@example.com,555-649-3530,Referral,Closed - Converted
First8658,Last8658,Company_8658,user8658@example.com,555-578-9805,Web,Working - Contacted
First8659,Last8659,Company_8659,user8659@example.com,555-139-5395,Partner,Closed - Converted
First8660,Last8660,Company_8660,user8660@example.com,555-539-2086,Referral,Closed - Converted
First8661,Last8661,Company_8661,user8661@example.com,555-817-6242,Web,Working - Contacted
First8662,Last8662,Company_8662,user8662@example.com,555-271-6752,Partner,Open - Not Contacted
First8663,Last8663,Company_8663,user8663@example.com,555-678-3486,Referral,Closed - Converted
First8664,Last8664,Company_8664,user8664@example.com,555-530-5714,Partner,Working - Contacted
First8665,Last8665,Company_8665,user8665@example.com,555-947-9723,Referral,Open - Not Contacted
First8666,Last8666,Company_8666,user8666@example.com,555-821-4852,Web,Open - Not Contacted
First8667,Last8667,Company_8667,user8667@example.com,555-205-8757,Web,Closed - Converted
First8668,Last8668,Company_8668,user8668@example.com,555-894-2876,Web,Working - Contacted
First8669,Last8669,Company_8669,user8669@example.com,555-551-2236,Referral,Closed - Converted
First8670,Last8670,Company_8670,user8670@example.com,555-462-4635,Referral,Open - Not Contacted
First8671,Last8671,Company_8671,user8671@example.com,555-794-5601,Partner,Closed - Converted
First8672,Last8672,Company_8672,user8672@example.com,555-305-0352,Partner,Working - Contacted
First8673,Last8673,Company_8673,user8673@example.com,555-641-0825,Referral,Open - Not Contacted
First8674,Last8674,Company_8674,user8674@example.com,555-552-4803,Web,Working - Contacted
First8675,Last8675,Company_8675,user8675@example.com,555-563-8421,Web,Open - Not Contacted
First8676,Last8676,Company_8676,user8676@example.com,555-041-6113,Referral,Working - Contacted
First8677,Last8677,Company_8677,user8677@example.com,555-578-4947,Referral,Working - Contacted
First8678,Last8678,Company_8678,user8678@example.com,555-153-7683,Referral,Working - Contacted
First8679,Last8679,Company_8679,user8679@example.com,555-644-4792,Web,Open - Not Contacted
First8680,Last8680,Company_8680,user8680@example.com,555-032-7615,Referral,Closed - Converted
First8681,Last8681,Company_8681,user8681@example.com,555-110-1725,Referral,Open - Not Contacted
First8682,Last8682,Company_8682,user8682@example.com,555-282-1561,Web,Working - Contacted
First8683,Last8683,Company_8683,user8683@example.com,555-367-9512,Referral,Closed - Converted
First8684,Last8684,Company_8684,user8684@example.com,555-128-5818,Referral,Working - Contacted
First8685,Last8685,Company_8685,user8685@example.com,555-836-0369,Web,Working - Contacted
First8686,Last8686,Company_8686,user8686@example.com,555-490-8387,Partner,Closed - Converted
First8687,Last8687,Company_8687,user8687@example.com,555-439-7152,Referral,Open - Not Contacted
First8688,Last8688,Company_8688,user8688@example.com,555-668-8937,Web,Open - Not Contacted
First8689,Last8689,Company_8689,user8689@example.com,555-544-3021,Web,Closed - Converted
First8690,Last8690,Company_8690,user8690@example.com,555-010-8955,Web,Open - Not Contacted
First8691,Last8691,Company_8691,user8691@example.com,555-456-7291,Referral,Working - Contacted
First8692,Last8692,Company_8692,user8692@example.com,555-834-1418,Partner,Closed - Converted
First8693,Last8693,Company_8693,user8693@example.com,555-565-5406,Referral,Open - Not Contacted
First8694,Last8694,Company_8694,user8694@example.com,555-033-3037,Partner,Open - Not Contacted
First8695,Last8695,Company_8695,user8695@example.com,555-161-6419,Web,Closed - Converted
First8696,Last8696,Company_8696,user8696@example.com,555-896-6735,Referral,Closed - Converted
First8697,Last8697,Company_8697,user8697@example.com,555-953-6907,Partner,Working - Contacted
First8698,Last8698,Company_8698,user8698@example.com,555-390-7389,Partner,Open - Not Contacted
First8699,Last8699,Company_8699,user8699@example.com,555-154-3123,Web,Working - Contacted
First8700,Last8700,Company_8700,user8700@example.com,555-177-5127,Partner,Closed - Converted
First8701,Last8701,Company_8701,user8701@example.com,555-773-4550,Referral,Open - Not Contacted
First8702,Last8702,Company_8702,user8702@example.com,555-195-6578,Partner,Open - Not Contacted
First8703,Last8703,Company_8703,user8703@example.com,555-921-2568,Referral,Working - Contacted
First8704,Last8704,Company_8704,user8704@example.com,555-516-7743,Partner,Closed - Converted
First8705,Last8705,Company_8705,user8705@example.com,555-606-3735,Partner,Closed - Converted
First8706,Last8706,Company_8706,user8706@example.com,555-946-8453,Web,Open - Not Contacted
First8707,Last8707,Company_8707,user8707@example.com,555-126-2674,Referral,Closed - Converted
First8708,Last8708,Company_8708,user8708@example.com,555-453-5850,Referral,Closed - Converted
First8709,Last8709,Company_8709,user8709@example.com,555-888-6756,Referral,Closed - Converted
First8710,Last8710,Company_8710,user8710@example.com,555-600-1825,Partner,Open - Not Contacted
First8711,Last8711,Company_8711,user8711@example.com,555-978-5179,Partner,Working - Contacted
First8712,Last8712,Company_8712,user8712@example.com,555-303-5891,Web,Working - Contacted
First8713,Last8713,Company_8713,user8713@example.com,555-297-5494,Web,Working - Contacted
First8714,Last8714,Company_8714,user8714@example.com,555-653-8035,Web,Open - Not Contacted
First8715,Last8715,Company_8715,user8715@example.com,555-142-5413,Web,Closed - Converted
First8716,Last8716,Company_8716,user8716@example.com,555-383-5241,Referral,Closed - Converted
First8717,Last8717,Company_8717,user8717@example.com,555-327-6518,Web,Closed - Converted
First8718,Last8718,Company_8718,user8718@example.com,555-073-4093,Referral,Closed - Converted
First8719,Last8719,Company_8719,user8719@example.com,555-578-2714,Referral,Closed - Converted
First8720,Last8720,Company_8720,user8720@example.com,555-142-2305,Referral,Open - Not Contacted
First8721,Last8721,Company_8721,user8721@example.com,555-540-9292,Partner,Closed - Converted
First8722,Last8722,Company_8722,user8722@example.com,555-523-8799,Web,Open - Not Contacted
First8723,Last8723,Company_8723,user8723@example.com,555-085-6717,Partner,Open - Not Contacted
First8724,Last8724,Company_8724,user8724@example.com,555-114-5784,Referral,Closed - Converted
First8725,Last8725,Company_8725,user8725@example.com,555-656-3482,Partner,Closed - Converted
First8726,Last8726,Company_8726,user8726@example.com,555-054-9382,Partner,Closed - Converted
First8727,Last8727,Company_8727,user8727@example.com,555-892-4593,Web,Working - Contacted
First8728,Last8728,Company_8728,user8728@example.com,555-398-5670,Partner,Closed - Converted
First8729,Last8729,Company_8729,user8729@example.com,555-926-0123,Referral,Open - Not Contacted
First8730,Last8730,Company_8730,user8730@example.com,555-639-9197,Referral,Open - Not Contacted
First8731,Last8731,Company_8731,user8731@example.com,555-537-3857,Partner,Open - Not Contacted
First8732,Last8732,Company_8732,user8732@example.com,555-982-3987,Referral,Working - Contacted
First8733,Last8733,Company_8733,user8733@example.com,555-687-0992,Referral,Open - Not Contacted
First8734,Last8734,Company_8734,user8734@example.com,555-640-9384,Referral,Open - Not Contacted
First8735,Last8735,Company_8735,user8735@example.com,555-505-4876,Web,Working - Contacted
First8736,Last8736,Company_8736,user8736@example.com,555-012-7413,Web,Closed - Converted
First8737,Last8737,Company_8737,user8737@example.com,555-690-4834,Partner,Closed - Converted
First8738,Last8738,Company_8738,user8738@example.com,555-112-7553,Partner,Open - Not Contacted
First8739,Last8739,Company_8739,user8739@example.com,555-513-5551,Referral,Closed - Converted
First8740,Last8740,Company_8740,user8740@example.com,555-287-3363,Partner,Open - Not Contacted
First8741,Last8741,Company_8741,user8741@example.com,555-605-6589,Referral,Open - Not Contacted
First8742,Last8742,Company_8742,user8742@example.com,555-864-1601,Partner,Closed - Converted
First8743,Last8743,Company_8743,user8743@example.com,555-780-5712,Referral,Open - Not Contacted
First8744,Last8744,Company_8744,user8744@example.com,555-774-8839,Web,Working - Contacted
First8745,Last8745,Company_8745,user8745@example.com,555-505-4061,Referral,Closed - Converted
First8746,Last8746,Company_8746,user8746@example.com,555-745-3143,Web,Working - Contacted
First8747,Last8747,Company_8747,user8747@example.com,555-275-7874,Partner,Open - Not Contacted
First8748,Last8748,Company_8748,user8748@example.com,555-179-2361,Partner,Working - Contacted
First8749,Last8749,Company_8749,user8749@example.com,555-674-8896,Partner,Closed - Converted
First8750,Last8750,Company_8750,user8750@example.com,555-989-8974,Partner,Working - Contacted
First8751,Last8751,Company_8751,user8751@example.com,555-719-4218,Web,Closed - Converted
First8752,Last8752,Company_8752,user8752@example.com,555-686-7445,Web,Closed - Converted
First8753,Last8753,Company_8753,user8753@example.com,555-034-6996,Partner,Closed - Converted
First8754,Last8754,Company_8754,user8754@example.com,555-002-3350,Partner,Open - Not Contacted
First8755,Last8755,Company_8755,user8755@example.com,555-775-0743,Web,Working - Contacted
First8756,Last8756,Company_8756,user8756@example.com,555-250-4553,Partner,Working - Contacted
First8757,Last8757,Company_8757,user8757@example.com,555-602-3426,Web,Closed - Converted
First8758,Last8758,Company_8758,user8758@example.com,555-009-6918,Referral,Closed - Converted
First8759,Last8759,Company_8759,user8759@example.com,555-623-9312,Referral,Working - Contacted
First8760,Last8760,Company_8760,user8760@example.com,555-605-1037,Partner,Closed - Converted
First8761,Last8761,Company_8761,user8761@example.com,555-141-2736,Partner,Closed - Converted
First8762,Last8762,Company_8762,user8762@example.com,555-253-9659,Partner,Closed - Converted
First8763,Last8763,Company_8763,user8763@example.com,555-103-5571,Referral,Open - Not Contacted
First8764,Last8764,Company_8764,user8764@example.com,555-559-0433,Referral,Open - Not Contacted
First8765,Last8765,Company_8765,user8765@example.com,555-796-5323,Partner,Open - Not Contacted
First8766,Last8766,Company_8766,user8766@example.com,555-450-6268,Web,Working - Contacted
First8767,Last8767,Company_8767,user8767@example.com,555-422-2697,Partner,Closed - Converted
First8768,Last8768,Company_8768,user8768@example.com,555-218-2302,Partner,Open - Not Contacted
First8769,Last8769,Company_8769,user8769@example.com,555-549-9119,Partner,Closed - Converted
First8770,Last8770,Company_8770,user8770@example.com,555-847-2421,Partner,Closed - Converted
First8771,Last8771,Company_8771,user8771@example.com,555-202-5874,Web,Working - Contacted
First8772,Last8772,Company_8772,user8772@example.com,555-751-6647,Referral,Working - Contacted
First8773,Last8773,Company_8773,user8773@example.com,555-009-8294,Web,Open - Not Contacted
First8774,Last8774,Company_8774,user8774@example.com,555-797-5415,Partner,Open - Not Contacted
First8775,Last8775,Company_8775,user8775@example.com,555-909-5584,Web,Closed - Converted
First8776,Last8776,Company_8776,user8776@example.com,555-688-7981,Partner,Closed - Converted
First8777,Last8777,Company_8777,user8777@example.com,555-187-6163,Web,Working - Contacted
First8778,Last8778,Company_8778,user8778@example.com,555-266-2261,Referral,Open - Not Contacted
First8779,Last8779,Company_8779,user8779@example.com,555-575-5138,Referral,Open - Not Contacted
First8780,Last8780,Company_8780,user8780@example.com,555-197-8994,Partner,Open - Not Contacted
First8781,Last8781,Company_8781,user8781@example.com,555-843-2362,Partner,Closed - Converted
First8782,Last8782,Company_8782,user8782@example.com,555-773-5604,Web,Open - Not Contacted
First8783,Last8783,Company_8783,user8783@example.com,555-679-1232,Web,Open - Not Contacted
First8784,Last8784,Company_8784,user8784@example.com,555-270-3434,Web,Working - Contacted
First8785,Last8785,Company_8785,user8785@example.com,555-373-1160,Web,Open - Not Contacted
First8786,Last8786,Company_8786,user8786@example.com,555-677-4076,Partner,Closed - Converted
First8787,Last8787,Company_8787,user8787@example.com,555-360-1484,Web,Working - Contacted
First8788,Last8788,Company_8788,user8788@example.com,555-757-4770,Web,Open - Not Contacted
First8789,Last8789,Company_8789,user8789@example.com,555-762-6569,Web,Open - Not Contacted
First8790,Last8790,Company_8790,user8790@example.com,555-835-8005,Referral,Open - Not Contacted
First8791,Last8791,Company_8791,user8791@example.com,555-908-6570,Partner,Closed - Converted
First8792,Last8792,Company_8792,user8792@example.com,555-683-5922,Web,Open - Not Contacted
First8793,Last8793,Company_8793,user8793@example.com,555-944-7257,Referral,Working - Contacted
First8794,Last8794,Company_8794,user8794@example.com,555-298-4429,Referral,Working - Contacted
First8795,Last8795,Company_8795,user8795@example.com,555-706-0069,Partner,Open - Not Contacted
First8796,Last8796,Company_8796,user8796@example.com,555-771-6361,Partner,Open - Not Contacted
First8797,Last8797,Company_8797,user8797@example.com,555-639-1769,Web,Open - Not Contacted
First8798,Last8798,Company_8798,user8798@example.com,555-031-9518,Referral,Closed - Converted
First8799,Last8799,Company_8799,user8799@example.com,555-435-5919,Referral,Closed - Converted
First8800,Last8800,Company_8800,user8800@example.com,555-287-2784,Referral,Working - Contacted
First8801,Last8801,Company_8801,user8801@example.com,555-671-0042,Partner,Working - Contacted
First8802,Last8802,Company_8802,user8802@example.com,555-654-8491,Partner,Working - Contacted
First8803,Last8803,Company_8803,user8803@example.com,555-521-2991,Referral,Working - Contacted
First8804,Last8804,Company_8804,user8804@example.com,555-107-3614,Web,Working - Contacted
First8805,Last8805,Company_8805,user8805@example.com,555-243-0539,Partner,Open - Not Contacted
First8806,Last8806,Company_8806,user8806@example.com,555-618-5278,Referral,Open - Not Contacted
First8807,Last8807,Company_8807,user8807@example.com,555-706-7300,Web,Working - Contacted
First8808,Last8808,Company_8808,user8808@example.com,555-811-3303,Referral,Closed - Converted
First8809,Last8809,Company_8809,user8809@example.com,555-295-1981,Referral,Working - Contacted
First8810,Last8810,Company_8810,user8810@example.com,555-190-3602,Partner,Closed - Converted
First8811,Last8811,Company_8811,user8811@example.com,555-695-4977,Partner,Closed - Converted
